 * Serving Flask app 'sqlite_web.sqlite_web'
 * Debug mode: off
[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5012
 * Running on http://72.61.185.227:5012
[33mPress CTRL+C to quit[0m
91.220.41.45 - - [07/Dec/2025 05:59:01] "GET /images/ HTTP/1.1" 200 -
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]151.236.176.223 - - [08/Dec/2025 14:49:09] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:10] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:10] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:13] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:13] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:13] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:14] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:26] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:32] "POST /information HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:34] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [08/Dec/2025 14:49:36] "GET /uploads/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
147.185.133.37 - - [12/Dec/2025 23:26:44] "GET / HTTP/1.0" 200 -
147.185.133.37 - - [12/Dec/2025 23:26:46] "GET / HTTP/1.1" 200 -
147.185.133.191 - - [13/Dec/2025 03:46:30] "GET / HTTP/1.0" 200 -
147.185.133.191 - - [13/Dec/2025 03:47:33] code 400, message Bad request version ('\x00/\x00')
147.185.133.191 - - [13/Dec/2025 03:47:33] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
157.66.100.163 - - [13/Dec/2025 05:48:25] code 400, message Bad request syntax ('\x03\x00\x00\x13\x0eà\x00\x00\x00\x00\x00\x01\x00\x08\x00\x03\x00\x00\x00')
157.66.100.163 - - [13/Dec/2025 05:48:25] "[31m[1m\x03\x00\x00\x13\x0eà\x00\x00\x00\x00\x00\x01\x00\x08\x00\x03\x00\x00\x00[0m" 400 -
157.66.100.163 - - [13/Dec/2025 05:50:29] code 400, message Bad request syntax ('\x03\x00\x00\x13\x0eà\x00\x00\x00\x00\x00\x01\x00\x08\x00\x03\x00\x00\x00')
157.66.100.163 - - [13/Dec/2025 05:50:29] "[31m[1m\x03\x00\x00\x13\x0eà\x00\x00\x00\x00\x00\x01\x00\x08\x00\x03\x00\x00\x00[0m" 400 -
147.185.132.232 - - [13/Dec/2025 17:49:36] "GET / HTTP/1.0" 200 -
147.185.132.232 - - [13/Dec/2025 17:50:34] code 400, message Bad request version ('\x00/\x00')
147.185.132.232 - - [13/Dec/2025 17:50:34] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
162.216.149.124 - - [13/Dec/2025 17:53:12] code 400, message Bad request version ('Survey')
162.216.149.124 - - [13/Dec/2025 17:53:12] "[31m[1mSSH-2.0-ZGrab ZGrab SSH Survey[0m" 400 -
162.216.150.228 - - [14/Dec/2025 02:08:38] "GET / HTTP/1.0" 200 -
162.216.150.228 - - [14/Dec/2025 02:09:03] "GET / HTTP/1.1" 200 -
162.216.150.228 - - [14/Dec/2025 02:09:55] code 400, message Bad request version ('\x00/\x00')
162.216.150.228 - - [14/Dec/2025 02:09:55] "[31m[1m\x16\x03\x00\x00i\x01\x00\x00e\x03\x03U\x1c§ärandom1random2random3random4\x00\x00\x0c\x00/\x00[0m" 400 -
91.220.41.95 - - [14/Dec/2025 05:06:00] "POST /check_token HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:11] "POST /login HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:11] "POST /products HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:11] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:11] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:12] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:13] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:13] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:15] "POST /products HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:06:18] "POST /products HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:49:55] "POST /check_token HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:50:11] "POST /login HTTP/1.1" 200 -

okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]91.220.41.95 - - [14/Dec/2025 05:50:11] "POST /products HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:50:11] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
91.220.41.95 - - [14/Dec/2025 05:50:12] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:41] "POST /check_token HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:50] "POST /login HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:51] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:51] "GET /uploads/thumbs/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:51] "GET /uploads/thumbs/72c4b24ba8d3475394e1053b968dd5e4.jpg HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:55] "GET /uploads/thumbs/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:55] "GET /uploads/thumbs/268feec03dbc4d30ab1f4432e0327248.jpg HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:00:56] "GET /uploads/thumbs/d87f7667bdfe4a1aa118cbe9f638abfa.jpeg HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:00] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:11] "GET /uploads/3f75f7194f5a472286708f8c720f79bc.jpg HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:24] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:26] "POST /information HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:29] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:32] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:34] "POST /information HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:01:58] "POST /products HTTP/1.1" 200 -
151.236.176.223 - - [14/Dec/2025 10:02:11] "GET /uploads/2fcfbcb2e1094c1e95c2f305366423e5.jpg HTTP/1.1" 200 -

okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
[{'product_id': 8, 'name': 'pretty cutie cat', 'description': 'yummy kitty', 'price': 1000000.0, 'quantity': 1, 'created_at': '2025-12-06 15:31:48', 'updated_at': '2025-12-06 15:31:48', 'images': ['72c4b24ba8d3475394e1053b968dd5e4.jpg']}, {'product_id': 7, 'name': 'awesome cats', 'description': 'very cool bundle of cute awesome cats', 'price': 9999999.0, 'quantity': 1, 'created_at': '2025-12-06 15:14:45', 'updated_at': '2025-12-06 15:14:45', 'images': ['3f75f7194f5a472286708f8c720f79bc.jpg']}, {'product_id': 3, 'name': 'lovely cat', 'description': 'help shelter this cute cat', 'price': 10000.0, 'quantity': 1, 'created_at': '2025-12-04 04:59:26', 'updated_at': '2025-12-04 04:59:26', 'images': ['268feec03dbc4d30ab1f4432e0327248.jpg']}, {'product_id': 2, 'name': 'cat nice lovely', 'description': 'nice test cat', 'price': 99000.0, 'quantity': 1, 'created_at': '2025-12-03 05:20:10', 'updated_at': '2025-12-03 05:20:10', 'images': ['2fcfbcb2e1094c1e95c2f305366423e5.jpg']}, {'product_id': 1, 'name': 'cat nice', 'description': 'nice test cat', 'price': 120000.0, 'quantity': 1, 'created_at': '2025-12-03 05:19:30', 'updated_at': '2025-12-03 05:19:30', 'images': ['d87f7667bdfe4a1aa118cbe9f638abfa.jpeg']}]
okay
will go fine
